ID,data_publicacao,diretoria,numero_revista,codigo,titulo,numero,data_deposito,data_prioridade,cod_prioridade,classif_internacion,classif_nacion,titulo_inid,titular_nome,titular_uf,titular_pais,inventor_nome,titular_1,titular_parceiros1,titular_parceiros2,titular_abv,titular_uf1,titular_uf2,classif_nac1,classif_nac2,classif_nac3,classif_internac1,classif_internac2,classif_internac3,inventor_1,inventor_outros
ID17932,12/07/2022,Patente,2688,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 026815-5,28/12/2020,,,A01N 37/38; A01P 3/00,A01N 37/38,"AÇÃO ANTIFÚNGICA DO 2-((1,4-DIOXO-1,4-DI-HIDRONAFTALEN-2-IL)OXI)ETANOATO DE ETILA CONTRA CEPAS DE LEVEDURA DO GÊNERO CANDIDA SPP.",UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,PB,BR,WYLLY ARAÚJO DE OLIVEIRA; JULIANO CARLO RUFINO FREITAS; ALANA KAROLINE PENHA DO NASCIMENTO; CARLOS EDUARDO RODRIGUES AGUIAR; RODRIGO RIBEIRO ALVES CAIANA; JOSEFA AQUELINE DA CUNHA LIMA; COSME SILVA SANTOS; ARTUR ALVES RODRIGUES DA SILVA; IGARA OLIVEIRA LIMA,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,,A01N 37/38,,,A01N 37/38,A01P 3/00,,WYLLY ARAÚJO DE OLIVEIRA,JULIANO CARLO RUFINO FREITAS; ALANA KAROLINE PENHA DO NASCIMENTO; CARLOS EDUARDO RODRIGUES AGUIAR; RODRIGO RIBEIRO ALVES CAIANA; JOSEFA AQUELINE DA CUNHA LIMA; COSME SILVA SANTOS; ARTUR ALVES RODRIGUES DA SILVA; IGARA OLIVEIRA LIMA
ID17944,12/07/2022,Patente,2688,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 026891-0,29/12/2020,,,C12G 3/024,C12G 3/024,DESENVOLVIMENTO DE BEBIDA ALCOÓLICA FERMENTADA A PARTIR DA MUTAMBA (GUAZUMA ULMIFOLIA) E ACEROLA (MALPIGHIA EMARGINATA D.C),FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,TO,BR,JANETH AQUINO FONSÊCA DE BRITO; GUILHERME NOBRE LIMA DO NASCIMENTO; AROLDO ARÉVALO PINEDO,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,,,UFT,TO,,C12G 3/024,,,C12G 3/024,,,JANETH AQUINO FONSÊCA DE BRITO,GUILHERME NOBRE LIMA DO NASCIMENTO; AROLDO ARÉVALO PINEDO
ID17947,12/07/2022,Patente,2688,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 026934-8,29/12/2020,,,B63B 59/04,B63B 59/04,"SISTEMA DE LIMITAÇÃO DE NUTRIENTES, ALIMENTO, IRRADIÂNCIA E OXIGÊNIO PARA BIOINCRUSTAÇÃO EM PLATAFORMAS NO MAR E EMBARCAÇÕES DIVERSAS PELA TÉCNICA DE ENVELOPAMENTO",UNIVERSIDADE FEDERAL FLUMINENSE; UNIVERSIDADE FEDERAL DO RIO DE JANEIRO; UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO; FUNDAÇÃO CECIERJ ? CENTRO DE CIÊNCIAS E EDUCAÇÃO SUPERIOR A DISTÂNCIA DO ESTADO DO RIO DE JANEIRO; CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA - CEFET/RJ,RJ; RJ; RJ; RJ; RJ,BR; BR; BR; BR; BR,NEWTON NARCISO PEREIRA; CONNY CERAI FERREIRA; JOEL CHRISTOPHER CREED; ANDREA DE OLIVEIRA RIBEIRO JUNQUEIRA; BEATRIZ GROSSO FLEURY; JONNI GUILLER FERREIRA MADEIRA; ANA PAULA GOMES DE SOUZA,UNIVERSIDADE FEDERAL FLUMINENSE,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO; FUNDAÇÃO CECIERJ ? CENTRO DE CIÊNCIAS E EDUCAÇÃO SUPERIOR A DISTÂNCIA DO ESTADO DO RIO DE JANEIRO; CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA - CEFET/RJ,UFF,RJ,RJ; RJ; RJ; RJ,B63B 59/04,,,B63B 59/04,,,NEWTON NARCISO PEREIRA,CONNY CERAI FERREIRA; JOEL CHRISTOPHER CREED; ANDREA DE OLIVEIRA RIBEIRO JUNQUEIRA; BEATRIZ GROSSO FLEURY; JONNI GUILLER FERREIRA MADEIRA; ANA PAULA GOMES DE SOUZA
ID17949,12/07/2022,Patente,2688,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 026942-9,29/12/2020,,,B63B 59/06; B63B 59/08; B08B 9/02; B08B 1/00; B08B 17/00; B05B 9/00; B05B 3/00; B05B 13/00,B63B 59/06; B63B 59/08; B08B 9/02; B08B 1/00; B08B 1/008; B08B 17/00; B05B 9/00; B05B 3/00; B05B 13/00,"SISTEMA AUTOMATIZADO PARA LIMPEZA, PINTURA E INSPEÇÃO DE ESTRUTURAS TUBULARES EM AMBIENTES SUBMERSOS",UNIVERSIDADE FEDERAL FLUMINENSE; EULER SÁNCHEZ OCAMPO; FÁBIO SENA AGUIAR; MOSCHEN & OLIVEIRA SOLUÇÕES AMBIENTAIS LTDA ME,RJ; RJ; RJ; RJ,BR; BR; BR; BR,NEWTON NARCISO PEREIRA; CONNY CERAI FERREIRA; ÉRIC DE OLIVEIRA GABRIEL; FERNANDO VITOR DE ABREU MOSCHEN; FÁBIO SENA AGUIAR; EULER SÁNCHEZ OCAMPO; MATHEUS SYX VASCONCELOS,UNIVERSIDADE FEDERAL FLUMINENSE,EULER SÁNCHEZ OCAMPO,FÁBIO SENA AGUIAR; MOSCHEN & OLIVEIRA SOLUÇÕES AMBIENTAIS LTDA ME,UFF,RJ,RJ; RJ; RJ,B63B 59/06,B63B 59/08,B08B 9/02; B08B 1/00; B08B 1/008; B08B 17/00; B05B 9/00; B05B 3/00; B05B 13/00,B63B 59/06,B63B 59/08,B08B 9/02; B08B 1/00; B08B 17/00; B05B 9/00; B05B 3/00; B05B 13/00,NEWTON NARCISO PEREIRA,CONNY CERAI FERREIRA; ÉRIC DE OLIVEIRA GABRIEL; FERNANDO VITOR DE ABREU MOSCHEN; FÁBIO SENA AGUIAR; EULER SÁNCHEZ OCAMPO; MATHEUS SYX VASCONCELOS
ID17953,12/07/2022,Patente,2688,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 026968-2,29/12/2020,,,C07K 14/435; A61K 39/00; A61P 33/00,,"PROTEÍNA QUIMÉRICA RECOMBINANTE, COMPOSIÇÃO IMUNOGÊNICA CONTRA ASCARIDÍASE E USOS",UNIVERSIDADE FEDERAL DE MINAS GERAIS,MG,BR,ANA CLARA GAZZINELLI GUIMARÃES; RICARDO TOSHIO FUJIWARA; LILIAN LACERDA BUENO; DANIELLA CASTANHEIRA BARTHOLOMEU; ANDERSON COQUEIRO DOS SANTOS; SAMUEL ALEXANDRE PIMENTA CARVALHO; JOÃO LUÍS CUNHA REIS; VANESSA GOMES FRAGA; DENISE SILVA NOGUEIRA; CHIARA CÁSSIA OLIVEIRA AMORIM; FABRÍCIO MARCUS SILVA OLIVEIRA; LUCAS KRAEMER ROCHA; MARIANNA DE CARVALHO CLÍMACO; JOSEANE CAMILLA DE CASTRO; BIN ZHAN; PETER JAY HOTEZ; MARIA ELENA BOTTAZZI; PAULO LEE HO; MILENA APETITO AKAMATSU,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,,,,,C07K 14/435,A61K 39/00,A61P 33/00,ANA CLARA GAZZINELLI GUIMARÃES,RICARDO TOSHIO FUJIWARA; LILIAN LACERDA BUENO; DANIELLA CASTANHEIRA BARTHOLOMEU; ANDERSON COQUEIRO DOS SANTOS; SAMUEL ALEXANDRE PIMENTA CARVALHO; JOÃO LUÍS CUNHA REIS; VANESSA GOMES FRAGA; DENISE SILVA NOGUEIRA; CHIARA CÁSSIA OLIVEIRA AMORIM; FABRÍCIO MARCUS SILVA OLIVEIRA; LUCAS KRAEMER ROCHA; MARIANNA DE CARVALHO CLÍMACO; JOSEANE CAMILLA DE CASTRO; BIN ZHAN; PETER JAY HOTEZ; MARIA ELENA BOTTAZZI; PAULO LEE HO; MILENA APETITO AKAMATSU
ID17954,12/07/2022,Patente,2688,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 026972-0,29/12/2020,,,B01J 23/20; C03C 11/00; B01J 35/00; B01J 37/34; B01J 37/08; C02F 1/72; C02F 1/30,B01J 23/20; C03C 11/007; B01J 35/004; B01J 37/346; B01J 37/08; C02F 1/725; C02F 1/30; B01J 2523/56; C02F 2305/10,ESPUMAS VÍTREAS RECOBERTA COM ÓXIDO DE NIÓBIO: PROCESSO DE OBTENÇÃO E APLICAÇÃO EM TRATAMENTO DE EFLUENTES,UNIVERSIDADE FEDERAL DE PELOTAS,RS,BR,FERNANDO MACHADO MACHADO; EDUARDA MEDRAN RANGEL; CRISTIANE WIENKE RAUBACH RATMANN; FÁBIO CALCAGNO RIEMKE,UNIVERSIDADE FEDERAL DE PELOTAS,,,UFPEL,RS,,B01J 23/20,C03C 11/007,B01J 35/004; B01J 37/346; B01J 37/08; C02F 1/725; C02F 1/30; B01J 2523/56; C02F 2305/10,B01J 23/20,C03C 11/00,B01J 35/00; B01J 37/34; B01J 37/08; C02F 1/72; C02F 1/30,FERNANDO MACHADO MACHADO,EDUARDA MEDRAN RANGEL; CRISTIANE WIENKE RAUBACH RATMANN; FÁBIO CALCAGNO RIEMKE
ID17958,12/07/2022,Patente,2688,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 026991-7,30/12/2020,,,H01J 49/04; B05B 5/03; H01J 49/16; G01N 33/28,H01J 49/0463; B05B 5/03; H01J 49/165; G01N 33/28,MÉTODOS DE DETECÇÃO E MAPEAMENTO DA DISTRIBUIÇÃO ESPACIAL DE COMPOSTOS ORGÂNICOS EM ROCHAS-RESERVATÓRIO E USO,PETRÓLEO BRASILEIRO S.A. - PETROBRAS; A UNIVERSIDADE FEDERAL DE GOIÁS - UFG,RJ; GO,BR; BR,IGOR PEREIRA DA SILVA; BONIEK GONTIJO VAZ; GESIANE DA SILVA LIMA; IRIS MEDEIROS JUNIOR; RUVER RODRIGUES FEITOSA RAMALHO,PETRÓLEO BRASILEIRO S.A. - PETROBRAS,A UNIVERSIDADE FEDERAL DE GOIÁS - UFG,,,RJ,GO,H01J 49/0463,B05B 5/03,H01J 49/165; G01N 33/28,H01J 49/04,B05B 5/03,H01J 49/16; G01N 33/28,IGOR PEREIRA DA SILVA,BONIEK GONTIJO VAZ; GESIANE DA SILVA LIMA; IRIS MEDEIROS JUNIOR; RUVER RODRIGUES FEITOSA RAMALHO
ID17959,12/07/2022,Patente,2688,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 026994-1,30/12/2020,,,G01N 33/84; C01B 25/00; C01G 51/00; B82Y 15/00,,USO DE NANOPARTÍCULAS DE FERRITA DE COBALTO PARA A DETECÇÃO DE ÍONS FOSFATO EM MEIOS AQUOSOS E AMOSTRAS BIOLÓGICAS,UNIVERSIDADE FEDERAL DE PERNAMBUCO,PE,BR,CELSO PINTO DE MELO; GABRIELA PLAUTZ RATKOVSKI; KAMILA TERESA OLIVEIRA DO NASCIMENTO; GRACIELA DA COSTA PEDRO; DANILO ROBERTO RATKOVSKI; FILIPE DIONE SOUZA GORZA; ROMÁRIO JUSTINO DA SILVA; BRUNA GOMES MACIEL; LIZETH CAROLINA MOJICA SANCHEZ,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,UFPE,PE,,,,,G01N 33/84,C01B 25/00,C01G 51/00; B82Y 15/00,CELSO PINTO DE MELO,GABRIELA PLAUTZ RATKOVSKI; KAMILA TERESA OLIVEIRA DO NASCIMENTO; GRACIELA DA COSTA PEDRO; DANILO ROBERTO RATKOVSKI; FILIPE DIONE SOUZA GORZA; ROMÁRIO JUSTINO DA SILVA; BRUNA GOMES MACIEL; LIZETH CAROLINA MOJICA SANCHEZ
ID17972,12/07/2022,Patente,2688,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 027054-0,30/12/2020,,,G16C 20/20; G01N 21/01,G16C 20/20; G01N 21/01; G01N 2021/0181; G01N 2201/1296,DESENVOLVIMENTO DE SISTEMA DE ANÁLISE DE IMAGENS PARA QUANTIFICAÇÃO DE COMPOSTOS POLIFENÓLICOS A PARTIR DE FINGERPRINTS POR CROMATOGRAFIA EM CAMADA DELGADA,UNIVERSIDADE FEDERAL DE PERNAMBUCO,PE,BR,LUIZ ALBERTO LIRA SOARES; WELLINGTON PINHEIRO DOS SANTOS; RHAYANNE THAÍS DE MORAES RAMOS; MAÍRA DE ARAÚJO DE SANTANA; MAGDA RHAYANNY ASSUNÇÃO FERREIRA; PATRÍCIA ANDRADE SOUSA,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,UFPE,PE,,G16C 20/20,G01N 21/01,G01N 2021/0181; G01N 2201/1296,G16C 20/20,G01N 21/01,,LUIZ ALBERTO LIRA SOARES,WELLINGTON PINHEIRO DOS SANTOS; RHAYANNE THAÍS DE MORAES RAMOS; MAÍRA DE ARAÚJO DE SANTANA; MAGDA RHAYANNY ASSUNÇÃO FERREIRA; PATRÍCIA ANDRADE SOUSA
ID17973,12/07/2022,Patente,2688,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 027057-5,30/12/2020,,,B08B 9/051; F16L 55/32,B08B 9/051; F16L 55/32,SISTEMA PARA TRACIONAMENTO NO INTERIOR DE DUTOS COM RESERVATÓRIO FLEXÍVEL E COM MOTOBOMBA PARA POTÊNCIA HIDRÁULICA,PETRÓLEO BRASILEIRO S.A. - PETROBRAS; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL - UFRGS,RJ; RS,BR; BR,HUGO FRANCISCO LISBOA SANTOS; RAFAEL ANTÔNIO COMPARSI LARANJA; HENRIQUE THEISSEN MENDEL; EDUARDO ANDRÉ PERONDI; TIAGO BECKER; NEY ROBINSON SALVI DOS REIS,PETRÓLEO BRASILEIRO S.A. - PETROBRAS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL - UFRGS,,,RJ,RS,B08B 9/051,F16L 55/32,,B08B 9/051,F16L 55/32,,HUGO FRANCISCO LISBOA SANTOS,RAFAEL ANTÔNIO COMPARSI LARANJA; HENRIQUE THEISSEN MENDEL; EDUARDO ANDRÉ PERONDI; TIAGO BECKER; NEY ROBINSON SALVI DOS REIS
ID17975,12/07/2022,Patente,2688,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 027071-0,30/12/2020,,,B01D 53/14; B01D 53/62; C01B 32/50; B01J 20/22,,"PROCESSO DE SÍNTESE DE BASES ZWITTERIÔNICAS, BASES ZWITTERIÔNICAS, PROCESSO DE CAPTURA DE CO2 E USO",PETRÓLEO BRASILEIRO S.A. - PETROBRAS; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL - UFRGS,RJ; RS,BR; BR,JAILTON FERREIRA DO NASCIMENTO; JAIRTON DUPONT; SONIA MARIA CABRAL DE MENEZES; FRANCISCO PAULO DOS SANTOS; GRACIANE MARIN; GUILHERME DE LEMOS PINTO AYDOS; GÜNTER EBELING,PETRÓLEO BRASILEIRO S.A. - PETROBRAS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL - UFRGS,,,RJ,RS,,,,B01D 53/14,B01D 53/62,C01B 32/50; B01J 20/22,JAILTON FERREIRA DO NASCIMENTO,JAIRTON DUPONT; SONIA MARIA CABRAL DE MENEZES; FRANCISCO PAULO DOS SANTOS; GRACIANE MARIN; GUILHERME DE LEMOS PINTO AYDOS; GÜNTER EBELING
ID17979,12/07/2022,Patente,2688,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 027083-4,31/12/2020,,,A61C 8/00; A61C 13/00; A61C 13/225,A61C 8/0027; A61C 8/0048; A61C 8/005; A61C 8/0095; A61C 13/00; A61C 13/225,COMPONENTE DE REFORÇO ESTRUTURAL DE OVERDENTURES SOBRE IMPLANTE UNITÁRIO,UNIVERSIDADE FEDERAL FLUMINENSE,RJ,BR,MARCELO GOMES DA SILVA; CLÁUDIO PINHEIRO FERNANDES; LUIS EDUARDO CARNEIRO-CAMPOS,UNIVERSIDADE FEDERAL FLUMINENSE,,,UFF,RJ,,A61C 8/0027,A61C 8/0048,A61C 8/005; A61C 8/0095; A61C 13/00; A61C 13/225,A61C 8/00,A61C 13/00,A61C 13/225,MARCELO GOMES DA SILVA,CLÁUDIO PINHEIRO FERNANDES; LUIS EDUARDO CARNEIRO-CAMPOS
ID17980,12/07/2022,Patente,2688,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 027091-5,31/12/2020,,,A61B 18/18,A61B 18/18; A61B 2218/00,DISPOSITIVO DE TERMOMETRIA PARA ABLAÇÃO COM NANOPARTÍCULAS,FUNDAÇÃO UNIVERSIDADE DE BRASILIA,DF,BR,CESAR ROMERO SOARES SOUSA JUNIOR; GUILHERME DOS ANJOS GUIMARÃES; SUELIA DE SIQUEIRA RODRIGUES FLEURY ROSA; MELISSA SILVA MONTEIRO; BRUNO DA COSTA MOTTA,FUNDAÇÃO UNIVERSIDADE DE BRASILIA,,,UNB,DF,,A61B 18/18,A61B 2218/00,,A61B 18/18,,,CESAR ROMERO SOARES SOUSA JUNIOR,GUILHERME DOS ANJOS GUIMARÃES; SUELIA DE SIQUEIRA RODRIGUES FLEURY ROSA; MELISSA SILVA MONTEIRO; BRUNO DA COSTA MOTTA
ID17981,12/07/2022,Patente,2688,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 027098-2,31/12/2020,,,C10M 141/02; C10M 141/08; C10M 129/92; C10M 129/95; C10M 127/04; C10M 135/22; C10M 127/02; H01B 3/20; G01N 21/64; G01N 33/00; C10N 40/16,C10M 141/02; C10M 141/08; C10M 129/92; C10M 129/95; C10M 127/04; C10M 135/22; C10M 127/02; H01B 3/20; G01N 21/6447; G01N 33/0001; C10N 2040/16,ÓLEOS ISOLANTES CONTENDO MARCADORES E MÉTODO PARA DETECÇÃO DE VAZAMENTO EM CABOS DO TIPO OF,LIGHT - SERVIÇOS DE ELETRICIDADE S/A; UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO; RODRIGO JOSÉ CORRÊA,RJ; RJ; RJ,BR; BR; BR,RODRIGO DA SILVA SOUZA; RAQUEL SIMAS PEREIRA TEIXEIRA; RODRIGO JOSÉ CORRÊA,LIGHT - SERVIÇOS DE ELETRICIDADE S/A,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,RODRIGO JOSÉ CORRÊA,,RJ,RJ; RJ,C10M 141/02,C10M 141/08,C10M 129/92; C10M 129/95; C10M 127/04; C10M 135/22; C10M 127/02; H01B 3/20; G01N 21/6447; G01N 33/0001; C10N 2040/16,C10M 141/02,C10M 141/08,C10M 129/92; C10M 129/95; C10M 127/04; C10M 135/22; C10M 127/02; H01B 3/20; G01N 21/64; G01N 33/00; C10N 40/16,RODRIGO DA SILVA SOUZA,RAQUEL SIMAS PEREIRA TEIXEIRA; RODRIGO JOSÉ CORRÊA
ID17982,12/07/2022,Patente,2688,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 027099-0,31/12/2020,,,C02F 1/00; C02F 1/461; C02F 1/467,C02F 1/001; C02F 2001/46161; C02F 2001/46171; C02F 1/4674,REATOR ELETROQUÍMICO TUBULAR COM MEMBRANA CERÂMICA PARA TRATAMENTO DE ÁGUAS,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,PB,BR,TEREZIANA SILVA DA COSTA; KEPLER BORGES FRANÇA,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,,C02F 1/001,C02F 2001/46161,C02F 2001/46171; C02F 1/4674,C02F 1/00,C02F 1/461,C02F 1/467,TEREZIANA SILVA DA COSTA,KEPLER BORGES FRANÇA
ID17983,12/07/2022,Patente,2688,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 027102-4,31/12/2020,,,A23G 3/46,A23G 3/46,"BALA DE GOMA DE BASE LÁCTEA FUNCIONAL, COM ADIÇÃO DE MICRORGANISMOS PROBIÓTICOS E COMPOSTOS PREBIÓTICOS E PROCESSO DE FABRICAÇÃO",UNIVERSIDADE FEDERAL FLUMINENSE,RJ,BR,MARCO ANTONIO SLOBODA CORTEZ; MARIA CARMELA KASNOWSKI HOLANDA DUARTE; LETÍCIA SANTANA CAMARA,UNIVERSIDADE FEDERAL FLUMINENSE,,,UFF,RJ,,A23G 3/46,,,A23G 3/46,,,MARCO ANTONIO SLOBODA CORTEZ,MARIA CARMELA KASNOWSKI HOLANDA DUARTE; LETÍCIA SANTANA CAMARA
ID17985,12/07/2022,Patente,2688,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 027104-0,31/12/2020,,,A23C 19/08; A23C 19/076; A23L 33/20,A23C 19/08; A23C 19/076; A23L 33/20,"QUEIJO PROCESSADO CREMOSO A BASE DE QUEIJO MATURADO, COM ADIÇÃO DE SAIS EMULSIFICANTES DE TEOR REDUZIDO DE SÓDIO E PROCESSO DE FABRICAÇÃO",UNIVERSIDADE FEDERAL FLUMINENSE,RJ,BR,MARCO ANTONIO SLOBODA CORTEZ; LEIDE ROBERTA BARBOZA DE MELO; FERNANDA ROMANO TORRES,UNIVERSIDADE FEDERAL FLUMINENSE,,,UFF,RJ,,A23C 19/08,A23C 19/076,A23L 33/20,A23C 19/08,A23C 19/076,A23L 33/20,MARCO ANTONIO SLOBODA CORTEZ,LEIDE ROBERTA BARBOZA DE MELO; FERNANDA ROMANO TORRES
ID17986,12/07/2022,Patente,2688,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2021 000008-2,04/01/2021,,,A23L 15/00,A23L 15/35,PROCESSO DE OBTENÇÃO DE UMA COMPOSIÇÃO ALIMENTÍCIA VEGETAL EM PÓ NÃO ALÉRGENA PARA SUBSTITUIÇÃO DE OVOS; COMPOSIÇÃO ALIMENTÍCIA VEGETAL EM PÓ NÃO ALÉRGENA PARA SUBSTITUIÇÃO DE OVOS E SEU USO EM PANIFICADOS,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,PR,BR,ANGELA CLAUDIA RODRIGUES; DANEYSA LAHIS KALSCHNE; PAULINE GODOI SILVA; EVANDRO BONA; DIOGO SALVATI; CRISTIANE CANAN; ILTON JOSÉ BARALDI; ELIANE COLLA; OLDAIR DONIZETI LEITE; ÉDER LISANDRO DE MORAES FLORES,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,,,UTFPR,PR,,A23L 15/35,,,A23L 15/00,,,ANGELA CLAUDIA RODRIGUES,DANEYSA LAHIS KALSCHNE; PAULINE GODOI SILVA; EVANDRO BONA; DIOGO SALVATI; CRISTIANE CANAN; ILTON JOSÉ BARALDI; ELIANE COLLA; OLDAIR DONIZETI LEITE; ÉDER LISANDRO DE MORAES FLORES
ID17989,12/07/2022,Patente,2688,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2021 000031-7,04/01/2021,,,C04B 35/01; C04B 35/26; C04B 35/40,C04B 35/01; C04B 35/2608; C04B 35/2675,PROCESSO DE OBTENÇÃO DE NANOPARTÍCULAS MAGNÉTICAS A PARTIR DE CASCAS DE FRUTAS VIA SÍNTESE VERDE E PRODUTOS OBTIDOS,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,PR,BR,JESSICA DO ROCIO DE PAULA DE OLIVEIRA; GIANE GONÇALVES LENZI; HELDER TEIXEIRA GOMES; JOSÉ LUIS DIAZ DE TUESTA,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,,,UTFPR,PR,,C04B 35/01,C04B 35/2608,C04B 35/2675,C04B 35/01,C04B 35/26,C04B 35/40,JESSICA DO ROCIO DE PAULA DE OLIVEIRA,GIANE GONÇALVES LENZI; HELDER TEIXEIRA GOMES; JOSÉ LUIS DIAZ DE TUESTA
ID18003,12/07/2022,Patente,2688,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2021 000174-7,06/01/2021,,,C12P 1/04; C12R 1/38,,PRODUTO CONTENDO BIOSSURFACTANTE PARA A SEPARAÇÃO DE ÓLEO DE MILHO DE DESTILARIA (DCO),SINOCHEM PETRÓLEO BRASIL LTDA.; UNIVERSIDADE FEDERAL DO RIO DE JANEIRO - UFRJ,RJ; RJ,BR; BR,DENISE MARIA GUIMARÃES FREIRE; VANESSA ALVES LIMA ROCHA; RUI DE PAULA VIEIRA DE CASTRO; JOÃO MONNERAT ARAUJO RIBEIRO DE ALMEIDA,SINOCHEM PETRÓLEO BRASIL LTDA.,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO - UFRJ,,,RJ,RJ,,,,C12P 1/04,C12R 1/38,,DENISE MARIA GUIMARÃES FREIRE,VANESSA ALVES LIMA ROCHA; RUI DE PAULA VIEIRA DE CASTRO; JOÃO MONNERAT ARAUJO RIBEIRO DE ALMEIDA
ID18013,12/07/2022,Patente,2688,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2021 000276-0,08/01/2021,,,G01N 21/75; G01N 31/00; G01N 21/31; G01N 21/01; C07C 205/07; G01N 21/25; A01N 57/00,G01N 21/75; G01N 31/00; G01N 31/005; G01N 2021/3155; G01N 21/01; C07C 205/07; G01N 21/25; A01N 57/00,DETECÇÃO E QUANTIFICAÇÃO DO GLIFOSATO POR MEIO DE UMA REAÇÃO DE DERIVATIZAÇÃO E MUDANÇA COLORIMÉTRICA,UNIVERSIDADE FEDERAL DO PARANA,PR,BR,RENATA HELLINGER; VALMIR BAPTISTA DA SILVA; ELISA SOUZA ORTH,UNIVERSIDADE FEDERAL DO PARANA,,,UFPR,PR,,G01N 21/75,G01N 31/00,G01N 31/005; G01N 2021/3155; G01N 21/01; C07C 205/07; G01N 21/25; A01N 57/00,G01N 21/75,G01N 31/00,G01N 21/31; G01N 21/01; C07C 205/07; G01N 21/25; A01N 57/00,RENATA HELLINGER,VALMIR BAPTISTA DA SILVA; ELISA SOUZA ORTH
ID18085,19/07/2022,Patente,2689,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2021 000494-0,12/01/2021,,,A23L 27/60,A23L 27/60,MOLHO DE SALADA COM REDUZIDO TEOR DE GORDURA À BASE DE VINAGREIRA (HIBISCUS SABDARIFFAE L.),INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO MARANHÃO,MA,BR,MARCELO RODRIGUES MARQUES; SISNANDE COSTA ROCHA,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO MARANHÃO,,,IFMA,MA,,A23L 27/60,,,A23L 27/60,,,MARCELO RODRIGUES MARQUES,SISNANDE COSTA ROCHA
