data_publicacao,diretoria,numero_revista,codigo,titulo,numero,data_deposito,data_prioridade,cod_prioridade,classif_internacion,classif_nacion,titulo_inid,titular_nome,titular_uf,titular_pais,inventor_nome,titular_1,titular_parceiros1,titular_parceiros2,titular_abrev,titular_uf1,titular_uf2,inventor_1,inventor_outros,classif_nac1,classif_nac2,classif_nac3,classif_internac1,classif_internac2,classif_internac3
17/01/2023,Patente,2715,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2021 013477-1,08/07/2021,,,B29C 64/10; B29C 64/118; C25B 9/01; C25B 9/17; C25B 9/40; C25B 9/50; B33Y 10/00; B33Y 30/00; B33Y 80/00; H01M 8/18,B29C 64/10; B29C 64/118; C25B 9/01; C25B 9/17; C25B 9/40; C25B 9/50; B33Y 10/00; B33Y 30/00; B33Y 80/00; H01M 8/18,(FOTO)CÉLULA A COMBUSTÍVEL MICROFLUÍDICA IMPRESSA EM 3D,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,MS,BR,KATIA-EMIKO GUIMA MENEZES; HEBERTON WENDER LUIZ DOS SANTOS; CAUÊ ALVES MARTINS,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,,,UFMS,MS,,KATIA-EMIKO GUIMA MENEZES,HEBERTON WENDER LUIZ DOS SANTOS; CAUÊ ALVES MARTINS,B29C 64/10,B29C 64/118,C25B 9/01; C25B 9/17; C25B 9/40; C25B 9/50; B33Y 10/00; B33Y 30/00; B33Y 80/00; H01M 8/18,B29C 64/10,B29C 64/118,C25B 9/01; C25B 9/17; C25B 9/40; C25B 9/50; B33Y 10/00; B33Y 30/00; B33Y 80/00; H01M 8/18
17/01/2023,Patente,2715,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2021 013478-0,08/07/2021,,,H03K 19/00,H03K 19/0002,PORTAS QUATERNÁRIAS REVERSÍVEIS,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,MS,BR,EVANDRO MAZINA MARTINS; MILTON ERNESTO ROMERO ROMERO¿,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,,,UFMS,MS,,EVANDRO MAZINA MARTINS,MILTON ERNESTO ROMERO ROMERO¿,H03K 19/0002,,,H03K 19/00,,
17/01/2023,Patente,2715,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2021 013480-1,08/07/2021,,,C12P 1/02; C12R 1/645,,"MÉTODO PARA PRODUÇÃO DE PIGMENTO VERMELHO COM POTENCIAL ANTIOXIDANTE, A PARTIR DA FERMENTAÇÃO SUBMERSA DE PALMA FORRAGEIRA (OPUNTIA FICUS-INDICA MILL) POR MONASCUS PURPUREUS CCT 3802",UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,PE,BR,ÉLIDA KARLA DA SILVA; DANIELE SILVA RIBEIRO; JOSÉ RENATO DA SILVA; THAYNÁ TORRES DA SILVA; TALITA CAMILA EVARISTO DA SILVA NASCIMENTO; KEILA APARECIDA MOREIRA,UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,,,UFAPE,PE,,ÉLIDA KARLA DA SILVA,DANIELE SILVA RIBEIRO; JOSÉ RENATO DA SILVA; THAYNÁ TORRES DA SILVA; TALITA CAMILA EVARISTO DA SILVA NASCIMENTO; KEILA APARECIDA MOREIRA,,,,C12P 1/02,C12R 1/645,
17/01/2023,Patente,2715,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2021 013589-1,09/07/2021,,,E02F 3/34,E02F 3/34,CONJUNTO DE BRAÇOS ARTICULADOS PARA ELEVAÇÃO E AVANÇO DE PÁ CARREGADEIRA,UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,RS,BR,MAX LETZOW; IGNACIO MELITO,UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,,,FURG,RS,,MAX LETZOW,IGNACIO MELITO,E02F 3/34,,,E02F 3/34,,
17/01/2023,Patente,2715,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2021 013693-6,12/07/2021,,,A61K 38/02; A61K 36/02; C12N 9/48; A61K 9/50; A61P 9/12,,PRODUTO  ANTI-HIPERTENSIVO  FORMADO  POR  PEPTÍDEOS  BIOATIVOS  ENCAPSULADOS  OBTIDOS  DA  BIOMASSA  DE  MICRORGANISMOS  FOTOSSINTETIZANTES,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,PE,BR,RAQUEL PEDROSA BEZERRA; ANA LUCIA FIGUEIREDO PORTO; GABRIELLY HILARIO DA SILVA; KAROLINE MIRELLA SOARES DE SOUZA; ANDREZA PEREIRA DE AMORIM; ROMERO MARCOS PEDROSA BRANDAO COSTA,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,,,UFRPE,PE,,RAQUEL PEDROSA BEZERRA,ANA LUCIA FIGUEIREDO PORTO; GABRIELLY HILARIO DA SILVA; KAROLINE MIRELLA SOARES DE SOUZA; ANDREZA PEREIRA DE AMORIM; ROMERO MARCOS PEDROSA BRANDAO COSTA,,,,A61K 38/02,A61K 36/02,C12N 9/48; A61K 9/50; A61P 9/12
17/01/2023,Patente,2715,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2021 013714-2,12/07/2021,,,F16L 55/02,,NEUTRALIZADOR VISCOELÁSTICO SINTONIZÁVEL COM MASSA OSCILANTE SOBRE EIXO PARA CONTROLE DE VIBRAÇÕES EM DUTOS EM GERAL,UNIVERSIDADE FEDERAL DO PARANA; PETRÓLEO BRASILEIRO S/A - PETROBRAS,PR; RJ,BR; BR,MILENA WATANABE BAVARESCO; THIAGO DA SILVA; GABRIEL DE ALMEIDA PEREIRA; ALEX GERALDO RODRIGUES DO PILAR; JOSÉ EDUARDO GUBAUA; JUCÉLIO TOMÁS PEREIRA; EDUARDO MÁRCIO DE OLIVEIRA LOPES; CARLOS ALBERTO BAVASTRI; RODRIGO ANDRÉ HOPPE; JORIVALDO MEDEIROS; JOILSON DE SOUZA RANGEL JUNIOR; CLAUDIO DE OLIVEIRA MENDONCA; CARLOS AKIO SOKI; ANDRE ALBUQUERQUE THOMAS E BRANDAO,UNIVERSIDADE FEDERAL DO PARANA,PETRÓLEO BRASILEIRO S/A - PETROBRAS,,UFPR,PR,RJ,MILENA WATANABE BAVARESCO,THIAGO DA SILVA; GABRIEL DE ALMEIDA PEREIRA; ALEX GERALDO RODRIGUES DO PILAR; JOSÉ EDUARDO GUBAUA; JUCÉLIO TOMÁS PEREIRA; EDUARDO MÁRCIO DE OLIVEIRA LOPES; CARLOS ALBERTO BAVASTRI; RODRIGO ANDRÉ HOPPE; JORIVALDO MEDEIROS; JOILSON DE SOUZA RANGEL JUNIOR; CLAUDIO DE OLIVEIRA MENDONCA; CARLOS AKIO SOKI; ANDRE ALBUQUERQUE THOMAS E BRANDAO,,,,F16L 55/02,,
17/01/2023,Patente,2715,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2021 013780-0,13/07/2021,,,C07D 401/04; A61K 31/4164; A61K 31/501; A61K 31/44; A61K 31/506; A61K 31/4427; A61P 25/00; A61P 25/28; A61P 25/16,C07D 401/04; A61K 31/4164; A61K 31/501; A61K 31/44; A61K 31/506; A61K 31/4427; A61P 25/00; A61P 25/28; A61P 25/16,"MOLÉCULAS CONTENDO O NÚCLEO IMIDAZÓLICO, COMPOSIÇÃO FARMACÊUTICA, PROCESSO DE SÍNTESE E SEUS USOS",UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; UNIVERSIDADE FEDERAL DE SANTA MARIA - UFSM; LABORATÓRIO NACIONAL DE COMPUTAÇÃO CIENTÍFICA - LNCC,RS; RS; RJ,BR; BR; BR,MARCO ANTONIO CESCHI; ANA JÚLIA SOARES; JOÃO BATISTA TEIXEIRA DA ROCHA; BLESSING ARIYO AFOLABI; LAURENT EMMANUEL DARDENNE; ISABELLA ALVIM GUEDES,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UNIVERSIDADE FEDERAL DE SANTA MARIA - UFSM,LABORATÓRIO NACIONAL DE COMPUTAÇÃO CIENTÍFICA - LNCC,UFRGS,RS,RS; RJ,MARCO ANTONIO CESCHI,ANA JÚLIA SOARES; JOÃO BATISTA TEIXEIRA DA ROCHA; BLESSING ARIYO AFOLABI; LAURENT EMMANUEL DARDENNE; ISABELLA ALVIM GUEDES,C07D 401/04,A61K 31/4164,A61K 31/501; A61K 31/44; A61K 31/506; A61K 31/4427; A61P 25/00; A61P 25/28; A61P 25/16,C07D 401/04,A61K 31/4164,A61K 31/501; A61K 31/44; A61K 31/506; A61K 31/4427; A61P 25/00; A61P 25/28; A61P 25/16
17/01/2023,Patente,2715,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2021 013801-7,13/07/2021,,,A61K 47/34; A61K 47/10; A61K 9/107; A61P 31/10,,"PROCESSO DE OBTENÇÃO DE UMA NANOEMULSÃO, NANOEMULSÃO OBTIDA E USO DESTA NA PREPARAÇÃO DE UM MEDICAMENTO PARA O TRATAMENTO DE DOENÇA FÚNGICA",UNIVERSIDADE DE SÃO PAULO - USP,SP,BR,MEGUMI NISHITANI YUKUYAMA; NADIA ARACI BOU CHACRA; GABRIEL LIMA BARROS DE ARAUJO; LUCIANA BIAGINI LOPES; BEATRIZ RABELO FOLCHINI; CAMILLA MIDORI PERONI,UNIVERSIDADE DE SÃO PAULO - USP,,,USP,SP,,MEGUMI NISHITANI YUKUYAMA,NADIA ARACI BOU CHACRA; GABRIEL LIMA BARROS DE ARAUJO; LUCIANA BIAGINI LOPES; BEATRIZ RABELO FOLCHINI; CAMILLA MIDORI PERONI,,,,A61K 47/34,A61K 47/10,A61K 9/107; A61P 31/10
17/01/2023,Patente,2715,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2021 013805-0,13/07/2021,,,A61K 47/34; A61K 47/10; A61K 9/107; A61P 15/02,,"PROCESSO PARA OBTENÇÃO DE NANOEMULSÕES QUE COMPREENDEM FLUBENDAZOL E MONOLINOLEATO DE GLICERILA, AS REFERIDAS NANOEMULSÕES E SEU USO NO TRATAMENTO DA MENINGITE CRIPTOCÓCICA",UNIVERSIDADE DE SÃO PAULO - USP,SP,BR,MEGUMI NISHITANI YUKUYAMA; NADIA ARACI BOU CHACRA; GABRIEL LIMA BARROS DE ARAUJO; BEATRIZ RABELO FOLCHINI; CAMILLA MIDORI PERONI,UNIVERSIDADE DE SÃO PAULO - USP,,,USP,SP,,MEGUMI NISHITANI YUKUYAMA,NADIA ARACI BOU CHACRA; GABRIEL LIMA BARROS DE ARAUJO; BEATRIZ RABELO FOLCHINI; CAMILLA MIDORI PERONI,,,,A61K 47/34,A61K 47/10,A61K 9/107; A61P 15/02
17/01/2023,Patente,2715,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2021 013835-1,13/07/2021,,,A01K 47/00,A01K 47/00,COLMEIA PARA ABELHAS CONFECCIONADA COM MATERIAL RECICLÁVEL E COM ENCAIXES DESMONTÁVEIS,UNIVERSIDADE DE SÃO PAULO - USP,SP,BR,CLAUDENIR ANTONIO FRANCISCO SACHETTO; CELSO DA COSTA CARRER; JULIANO FIORELLI,UNIVERSIDADE DE SÃO PAULO - USP,,,USP,SP,,CLAUDENIR ANTONIO FRANCISCO SACHETTO,CELSO DA COSTA CARRER; JULIANO FIORELLI,A01K 47/00,,,A01K 47/00,,
17/01/2023,Patente,2715,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2021 020580-6,14/10/2021,,,C10L 1/02,C10L 1/023; C10L 2200/0469,ETANOL GLICERINADO COMO BIOCOMBUSTÍVEL PARA MOTORES BICOMBUSTÍVEIS DE IGNIÇÃO POR FAÍSCA,UNIVERSIDADE FEDERAL DE JUIZ DE FORA - UFJF,MG,BR,MARCO AURÉLIO DA CUNHA ALVES; ADILSON DAVID DA SILVA; NÍCOLAS GLANZMANN; MARIANA CRISTINA PEREIRA E SILVA,UNIVERSIDADE FEDERAL DE JUIZ DE FORA - UFJF,,,UFJF,MG,,MARCO AURÉLIO DA CUNHA ALVES,ADILSON DAVID DA SILVA; NÍCOLAS GLANZMANN; MARIANA CRISTINA PEREIRA E SILVA,C10L 1/023,C10L 2200/0469,,C10L 1/02,,
17/01/2023,Patente,2715,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2021 023248-0,19/11/2021,,,G06Q 50/26; G06Q 40/00,G06Q 50/26; G06Q 40/00,MÉTODO DE CONTROLE E MONITORAMENTO ORÇAMENTÁRIO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SANTA CATARINA",SC,BR,DAYANE ALVES,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SANTA CATARINA",,,IFSC,SC,,DAYANE ALVES,,G06Q 50/26,G06Q 40/00,,G06Q 50/26,G06Q 40/00,
17/01/2023,Patente,2715,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 20 2021 013303-7,05/07/2021,,,A61M 5/178; A61J 1/20; A61M 5/00,,DOSADOR DE SERINGA PARA PRECISÃO NA DOSAGEM,UNIVERSIDADE DE SÃO PAULO - USP,SP,BR,ALESSANDRA HONÓRIO BOROSKI; LUCIANO DELPHINO DE AZEVEDO JUNIOR; LORENA ALVES PANTONI; ANA JÚLIA DE LANA SILVA; JULIA MENDEZ DA SILVA; MARTA CRISTIANE ALVES PEREIRA; CARLA REGINA DE SOUZA TEIXEIRA,UNIVERSIDADE DE SÃO PAULO - USP,,,USP,SP,,ALESSANDRA HONÓRIO BOROSKI,LUCIANO DELPHINO DE AZEVEDO JUNIOR; LORENA ALVES PANTONI; ANA JÚLIA DE LANA SILVA; JULIA MENDEZ DA SILVA; MARTA CRISTIANE ALVES PEREIRA; CARLA REGINA DE SOUZA TEIXEIRA,,,,A61M 5/178,A61J 1/20,A61M 5/00
17/01/2023,Patente,2715,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 20 2021 013498-0,08/07/2021,,,B60Q 1/04; A62B 7/10; A62B 18/02,,VEDAÇÃO PARA MÁSCARAS DE VENTILAÇÃO NÃO INVASIVA COM PRESSÃO POSITIVA,UNIVERSIDADE FEDERAL DE LAVRAS; FUNDAÇÃO DE AMPARO À PESQUISA DE MINAS GERAIS,MG; MG,BR; BR,ALFREDO RODRIGUES DE SENA NETO; ERNESTO LIPPI NETO; JOELMA REZENDE DURÃO PEREIRA; SANDRO PEREIRA DA SILVA; JULIANO ELVIS DE OLIVEIRA,UNIVERSIDADE FEDERAL DE LAVRAS,FUNDAÇÃO DE AMPARO À PESQUISA DE MINAS GERAIS,,UFLA,MG,MG,ALFREDO RODRIGUES DE SENA NETO,ERNESTO LIPPI NETO; JOELMA REZENDE DURÃO PEREIRA; SANDRO PEREIRA DA SILVA; JULIANO ELVIS DE OLIVEIRA,,,,B60Q 1/04,A62B 7/10,A62B 18/02
24/01/2023,Patente,2716,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2021 013839-4,13/07/2021,,,C02F 1/461; C02F 1/467; C25B 1/04; C02F 103/32,C02F 1/461; C02F 1/4672; C02F 1/4676; C25B 1/04; C02F 2103/32,PROCESSO DE CONCENTRAÇÃO DE EFLUENTES AGROINDUSTRIAIS PELA REDUÇÃO DO TEOR DE ÁGUA E USO DO PRODUTO CONCENTRADO E SUBPRODUTOS DO PROCESSO,UNIVERSIDADE DE SÃO PAULO - USP,SP,BR,THIAGO LOPES; JULIO ROMANO MENEGHINI; OTÁVIO BERUSKI,UNIVERSIDADE DE SÃO PAULO - USP,,,USP,SP,,THIAGO LOPES,JULIO ROMANO MENEGHINI; OTÁVIO BERUSKI,C02F 1/461,C02F 1/4672,C02F 1/4676; C25B 1/04; C02F 2103/32,C02F 1/461,C02F 1/467,C25B 1/04; C02F 103/32
24/01/2023,Patente,2716,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2021 013840-8,13/07/2021,,,C08B 30/10; C08B 30/02; C08B 30/04; C08B 30/06; C08H 8/00; C08J 5/18,C08B 30/10; C08J 2303/02; C08B 30/02; C08B 30/04; C08B 30/06; C08H 8/00; C08J 5/18,"PROCESSO PARA OBTENÇÃO DE AMIDO A PARTIR DOS RESÍDUOS DA EXTRAÇÃO DE CORANTE DE CÚRCUMA E URUCUM, PROCESSO PARA PRODUÇÃO DE FILMES PLÁSTICOS BIOATIVOS DESTES AMIDOS E SUAS BLENDAS COM QUITOSANA, E FILMES PLÁSTICOS BIOATIVOS DE AMIDO DE URUCUM E AMIDO DE CÚRCUMA E SUAS BLENDAS",UNIVERSIDADE DE SÃO PAULO - USP,SP,BR,DELIA RITA TÁPIA BLÁCIDO; BIANCA CHIEREGATO MANIGLIA; THAMIRIS MARIA GARCIA SILVEIRA; ROBERTA LOPES DE PAULA; NATALIA CRISTINA DA SILVA; BRUNO STEFANI ESPOSTO; LUIS FERNANDO ZITEI BAPTISTA,UNIVERSIDADE DE SÃO PAULO - USP,,,USP,SP,,DELIA RITA TÁPIA BLÁCIDO,BIANCA CHIEREGATO MANIGLIA; THAMIRIS MARIA GARCIA SILVEIRA; ROBERTA LOPES DE PAULA; NATALIA CRISTINA DA SILVA; BRUNO STEFANI ESPOSTO; LUIS FERNANDO ZITEI BAPTISTA,C08B 30/10,C08J 2303/02,C08B 30/02; C08B 30/04; C08B 30/06; C08H 8/00; C08J 5/18,C08B 30/10,C08B 30/02,C08B 30/04; C08B 30/06; C08H 8/00; C08J 5/18
24/01/2023,Patente,2716,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2021 013853-0,14/07/2021,,,G01M 99/00; G02C 5/00,G01M 99/007; G02C 5/00,SISTEMA PARA TESTES DE RESISTÊNCIA AUMENTADA EM ARMAÇÕES DE ÓCULOS,UNIVERSIDADE DE SÃO PAULO - USP,SP,BR,LILIANE VENTURA; LARISSA VIEIRA MUSETTI,UNIVERSIDADE DE SÃO PAULO - USP,,,USP,SP,,LILIANE VENTURA,LARISSA VIEIRA MUSETTI,G01M 99/007,G02C 5/00,,G01M 99/00,G02C 5/00,
24/01/2023,Patente,2716,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2021 013884-0,14/07/2021,,,A23L 19/00,A23L 19/01,ELABORAÇÃO DA FARINHA DE MESOCARPO DE JACA  OBTIDA POR SECAGEM EM ESTUFA,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,PB,BR,ANA PAULA MOISÉS DE SOUSA; ANA REGINA NASCIMENTO CAMPOS; ANTONIO DANIEL BURITI DE MACEDO; JACIARA DANTAS COSTA; RENATO ALEXANDRE COSTA DE SANTANA; JOSIVANDA PALMEIRA GOMES,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,,ANA PAULA MOISÉS DE SOUSA,ANA REGINA NASCIMENTO CAMPOS; ANTONIO DANIEL BURITI DE MACEDO; JACIARA DANTAS COSTA; RENATO ALEXANDRE COSTA DE SANTANA; JOSIVANDA PALMEIRA GOMES,A23L 19/01,,,A23L 19/00,,
24/01/2023,Patente,2716,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2021 013895-5,14/07/2021,,,A23N 12/08,A23N 12/08,SECAGEM DE CASCA DE JACA (ARTOCARPUS HETEROPHYLLUS LAM.)  PARA ELABORAÇÃO DE UM NOVO PRODUTO ALIMENTÍCIO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,PB,BR,ANA PAULA MOISÉS DE SOUSA; ANA REGINA NASCIMENTO CAMPOS; ALINE PRISCILA DE FRANÇA SILVA; JACIARA DANTAS COSTA; RENATO ALEXANDRE COSTA DE SANTANA; JOSIVANDA PALMEIRA GOMES,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,,ANA PAULA MOISÉS DE SOUSA,ANA REGINA NASCIMENTO CAMPOS; ALINE PRISCILA DE FRANÇA SILVA; JACIARA DANTAS COSTA; RENATO ALEXANDRE COSTA DE SANTANA; JOSIVANDA PALMEIRA GOMES,A23N 12/08,,,A23N 12/08,,
24/01/2023,Patente,2716,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2021 013899-8,14/07/2021,,,A61C 3/02; A61C 8/00,A61C 3/02; A61C 8/0089,DISPOSITIVO ODONTOLÓGICO PARA PREPARO INTRARRADICULAR,UNIVERSIDADE FEDERAL DE MINAS GERAIS,MG,BR,LUÍS FERNANDO MORGAN DOS SANTOS ALVES; RODRIGO DE CASTRO ALBUQUERQUE; ALLYSON NOGUEIRA MOREIRA; ELBERT DA COSTA SAMPAIO,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,,LUÍS FERNANDO MORGAN DOS SANTOS ALVES,RODRIGO DE CASTRO ALBUQUERQUE; ALLYSON NOGUEIRA MOREIRA; ELBERT DA COSTA SAMPAIO,A61C 3/02,A61C 8/0089,,A61C 3/02,A61C 8/00,
24/01/2023,Patente,2716,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2021 013930-7,15/07/2021,,,C07K 19/00; C07K 14/165; C07K 7/06; C12N 15/50; C12N 15/70; G01N 33/569; G01N 33/68,,DIAGNÓSTICO IMUNOLÓGICO DA COVID-19,UNIVERSIDADE FEDERAL DE PELOTAS,RS,BR,MIGUEL ANDRADE BILHALVA; FABRICIO ROCHEDO CONCEIÇÃO; ANA VITÓRIA COSTA; MARCOS ROBERTO ALVES FERREIRA; LUCIANO DA SILVA PINTO; ÂNGELA NUNES MOREIRA; ALAN JOHN ALEXANDER MCBRIDE; MARILIANA LUIZA FERREIRA ALVES; CLÓVIS MOREIRA JUNIOR; RAFAEL AMARAL DONASSOLO; RAFAEL RODRIGUES RODRIGUES; AMILTON CLAIR PINTO SEIXAS NETO; LIANA NUNES BARBOSA; NATASHA RODRIGUES DE OLIVEIRA; FRANCISCO DENIS SOUZA SANTOS; LUCAS MOREIRA DOS SANTOS,UNIVERSIDADE FEDERAL DE PELOTAS,,,UFPEL,RS,,MIGUEL ANDRADE BILHALVA,FABRICIO ROCHEDO CONCEIÇÃO; ANA VITÓRIA COSTA; MARCOS ROBERTO ALVES FERREIRA; LUCIANO DA SILVA PINTO; ÂNGELA NUNES MOREIRA; ALAN JOHN ALEXANDER MCBRIDE; MARILIANA LUIZA FERREIRA ALVES; CLÓVIS MOREIRA JUNIOR; RAFAEL AMARAL DONASSOLO; RAFAEL RODRIGUES RODRIGUES; AMILTON CLAIR PINTO SEIXAS NETO; LIANA NUNES BARBOSA; NATASHA RODRIGUES DE OLIVEIRA; FRANCISCO DENIS SOUZA SANTOS; LUCAS MOREIRA DOS SANTOS,,,,C07K 19/00,C07K 14/165,C07K 7/06; C12N 15/50; C12N 15/70; G01N 33/569; G01N 33/68
24/01/2023,Patente,2716,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2021 013981-1,15/07/2021,,,G01N 33/569; G01N 33/487; C12Q 1/68,G01N 33/569; G01N 33/48707; C12Q 1/68,ELETRODOS BASEADOS EM ÓXIDOS DE GRAFENO REDUZIDO PARA APLICAÇÕES EM DETECÇÃO VIRAL,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC - UFABC; VRS PESQUISA E DESENVOLVIMENTO EIRELI,SP; GO,BR; BR,ANA MELVA CHAMPI FARFÁN; FRANCISCO JOSÉ FONTELLES OBELENIS; JOSÉ MIGUEL ZUÑIGA PRADO; RONALDO VALENTÍN CHALLHUA REYNOSO; LARISSA AKASHI,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC - UFABC,VRS PESQUISA E DESENVOLVIMENTO EIRELI,,UFABC,SP,GO,ANA MELVA CHAMPI FARFÁN,FRANCISCO JOSÉ FONTELLES OBELENIS; JOSÉ MIGUEL ZUÑIGA PRADO; RONALDO VALENTÍN CHALLHUA REYNOSO; LARISSA AKASHI,G01N 33/569,G01N 33/48707,C12Q 1/68,G01N 33/569,G01N 33/487,C12Q 1/68
24/01/2023,Patente,2716,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2021 014000-3,15/07/2021,,,B01J 19/10; B01D 11/04; B01D 21/28,B01J 19/10; B01D 11/0423; B01D 21/283,PROCESSO DE MULTIREATORES SEQUENCIAIS EM FLUXO CONTÍNUO ASSISTIDO POR APLICAÇÃO INDIRETA DE ULTRASSOM,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO - UFES,ES,BR,: MARISTELA DE ARAÚJO VICENTE; MARIA DE FÁTIMA PEREIRA DOS SANTOS; EMERSON CANZIAN CARARO,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO - UFES,,,UFES,ES,,: MARISTELA DE ARAÚJO VICENTE,MARIA DE FÁTIMA PEREIRA DOS SANTOS; EMERSON CANZIAN CARARO,B01J 19/10,B01D 11/0423,B01D 21/283,B01J 19/10,B01D 11/04,B01D 21/28
24/01/2023,Patente,2716,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2021 014016-0,16/07/2021,,,A61K 8/19; A61K 8/73; A61K 8/60; A61K 8/34; A61Q 11/00,A61K 8/19; A61K 8/731; A61K 8/60; A61K 8/345; A61Q 11/00,CREME DENTAL CLAREADOR,INSTITUTO FEDERAL CATARINENSE,SC,BR,MÁRIO LETTIERI TEIXEIRA; GERSON LUIZ DILDA; ZENILDO PEREIRA DOS SANTOS JUNIOR; CHRISTIAN ANTÔNIO DOS SANTOS,INSTITUTO FEDERAL CATARINENSE,,,IFC,SC,,MÁRIO LETTIERI TEIXEIRA,GERSON LUIZ DILDA; ZENILDO PEREIRA DOS SANTOS JUNIOR; CHRISTIAN ANTÔNIO DOS SANTOS,A61K 8/19,A61K 8/731,A61K 8/60; A61K 8/345; A61Q 11/00,A61K 8/19,A61K 8/73,A61K 8/60; A61K 8/34; A61Q 11/00
24/01/2023,Patente,2716,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2021 014197-2,19/07/2021,,,B08B 3/04; B63B 3/00,,SISTEMA PARA LIMPEZA DE CAIXA DE MAR E TUBULAÇÕES ADJACENTES,UNIVERSIDADE FEDERAL FLUMINENSE; MOSCHEN & OLIVEIRA SOLUCOES AMBIENTAIS LTDA; FÁBIO SENA AGUIAR,RJ; RJ; RJ,BR; BR; BR,NEWTON NARCISO PEREIRA; CONNY CERAI FERREIRA; FERNANDO VITOR DE ABREU MOSCHEN; ANDRESA RODRIGUES DE OLIVEIRA; FÁBIO SENA AGUIAR; ÉRIC DE OLIVEIRA GABRIEL,UNIVERSIDADE FEDERAL FLUMINENSE,MOSCHEN & OLIVEIRA SOLUCOES AMBIENTAIS LTDA,FÁBIO SENA AGUIAR,UFF,RJ,RJ; RJ,NEWTON NARCISO PEREIRA,CONNY CERAI FERREIRA; FERNANDO VITOR DE ABREU MOSCHEN; ANDRESA RODRIGUES DE OLIVEIRA; FÁBIO SENA AGUIAR; ÉRIC DE OLIVEIRA GABRIEL,,,,B08B 3/04,B63B 3/00,
